Id,Start,Name,Impact,Currency
d439d732-e114-4dc9-bc45-d0673fec9351,12/01/2020 03:30:00,RBA Rate Statement,HIGH,AUD
1c8b76fd-8eff-4676-ab0f-67ac8382712f,12/01/2020 06:45:00,Gross Domestic Product (QoQ),HIGH,CHF
4da6d0c7-03c2-4751-80ef-3bcfc2478ed1,12/01/2020 10:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
8bbf2834-afa1-4093-aca1-a98d6745606b,12/01/2020 10:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
1fa5dde5-bc66-4a2c-887c-e415f9890ed4,12/01/2020 13:30:00,Gross Domestic Product Annualized,HIGH,CAD
73c65171-0055-44f0-b028-e972735c9c6d,12/01/2020 15:00:00,Fed's Chair Powell testifies,HIGH,USD
55d7fa83-824f-49bb-bad9-bd98b2797cb0,12/01/2020 15:00:00,ISM Manufacturing PMI,HIGH,USD
69d8f14c-2c66-49af-a982-cf43b96800e2,12/01/2020 17:00:00,ECB's President Lagarde speech,HIGH,EUR
8779f35c-04a0-4e00-9c35-fc7a64bfbc24,12/02/2020 00:00:00,RBA's Governor Lowe speech,HIGH,AUD
ec1c6f8d-dd8c-4394-8fb4-a6e7b091d5f6,12/02/2020 00:30:00,Gross Domestic Product (QoQ),HIGH,AUD
3cc11690-f579-44b6-88a0-149dc3b6cff2,12/02/2020 06:30:00,RBNZ's Governor Orr speech,HIGH,NZD
a6e73b38-2019-4a8c-b658-cb425bd5cd92,12/02/2020 13:15:00,ADP Employment Change,HIGH,USD
73652f42-d822-487d-8aae-49ccc4c7de01,12/03/2020 00:30:00,Trade Balance (MoM),HIGH,AUD
05be7ec3-69ab-4446-852d-e0ca6d037d3c,12/03/2020 10:00:00,Retail Sales (YoY),HIGH,EUR
9ff3da80-dac5-48d0-a279-16a7079d8a4c,12/03/2020 15:00:00,ISM Services PMI,HIGH,USD
43351320-2cdf-4468-9154-c5271e84457e,12/04/2020 00:30:00,Retail Sales s.a. (MoM),HIGH,AUD
35b5f877-b10e-480b-8b23-578603c65156,12/04/2020 13:30:00,Net Change in Employment,HIGH,CAD
a627b1df-5ae4-43a7-a6de-664883934356,12/04/2020 13:30:00,Unemployment Rate,HIGH,CAD
4c609949-0598-4248-95c5-24730c519639,12/04/2020 13:30:00,Nonfarm Payrolls,HIGH,USD
777fd08f-1edd-4437-af2a-e72dc0618a77,12/06/2020 22:05:00,RBA's Governor Lowe speech,HIGH,AUD
d3c24f9c-1cde-4b86-9a6d-aca72d35ba41,12/07/2020 00:00:00,G7 Meeting,HIGH,EUR
50445572-a177-430d-9401-21e40ba8f565,12/07/2020 23:50:00,Gross Domestic Product (QoQ),HIGH,JPY
2ccf01a2-2077-4ee8-a7bb-587ba08f1e7a,12/08/2020 10:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
866eb956-9ceb-47b2-b36d-af15190f0fe2,12/08/2020 10:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
c65f5f50-91e3-40f7-81ae-dd6e2ca32f21,12/09/2020 15:00:00,BoC Interest Rate Decision,HIGH,CAD
10c810d2-e96e-4920-93e8-19ebe577a642,12/09/2020 15:00:00,BoC Monetary Policy Statement,HIGH,CAD
298f1c1b-16dc-4bad-a8ec-0469ec1b8f59,12/09/2020 19:00:00,Brexit Summit,HIGH,EUR
29c5076f-1400-4820-a901-466759e30124,12/10/2020 00:00:00,European Council Meeting,HIGH,EUR
ef343285-8d92-43f1-9228-9edc18df218b,12/10/2020 12:45:00,ECB Main Refinancing Operations Rate,HIGH,EUR
5ed85b3e-7b8b-4f03-8a9c-6dfa2d85dc5b,12/10/2020 12:45:00,ECB Rate On Deposit Facility,HIGH,EUR
4510a3c0-8957-43cd-9628-cfc8e57b1db6,12/10/2020 13:30:00,ECB Press Conference,HIGH,EUR
a3d5f261-dba4-4a04-a65d-dc650a2a6634,12/10/2020 13:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
77a5bcc7-4ee7-4973-8183-4c5fbca25d1f,12/10/2020 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
2aefb93d-5f40-4cf3-ac92-7a91804acbee,12/11/2020 00:00:00,European Council Meeting,HIGH,EUR
bb75c4ba-bcf4-44fd-ab3b-1be1a39e13d2,12/11/2020 09:30:00,BoE's Governor Bailey speech,HIGH,GBP
0a2e9732-59cf-4f4c-9e53-8fac9589b4b0,12/11/2020 15:00:00,Michigan Consumer Sentiment Index,HIGH,USD
58572f64-406a-4c0d-bd87-cb835ffae65c,12/13/2020 23:50:00,Tankan Large Manufacturing Index,HIGH,JPY
53a5a314-1bda-43d2-b1e5-7e38f2d4e2f1,12/15/2020 00:30:00,RBA Meeting Minutes,HIGH,AUD
8ea37e95-985d-491c-9031-0e88315939f7,12/15/2020 07:00:00,Claimant Count Change,HIGH,GBP
04b08454-ad05-41d0-a2a8-1037d8eefd15,12/15/2020 07:00:00,Employment Change (3M),HIGH,GBP
060472d3-de38-4cb9-bcdd-2e5d4b6c6a67,12/15/2020 07:00:00,ILO Unemployment Rate (3M),HIGH,GBP
364e0028-1ecc-4089-a701-c2fba78cef85,12/15/2020 19:30:00,BoC's Governor Macklem speech,HIGH,CAD
b26bb141-b4d7-46e7-978d-068575971f3a,12/16/2020 07:00:00,Consumer Price Index (YoY),HIGH,GBP
034271bd-556b-4552-bbe4-72ceedb55d3a,12/16/2020 09:00:00,HCOB Composite PMI,HIGH,EUR
99feaa9d-274c-432d-a845-8b64eb775a2f,12/16/2020 09:30:00,S&P Global Services PMI,HIGH,GBP
428543de-7e93-4681-b835-0580288e6130,12/16/2020 13:30:00,BoC Consumer Price Index Core (YoY),HIGH,CAD
279b191f-3a9a-4607-81cb-ea6f120649a0,12/16/2020 13:30:00,Retail Sales (MoM),HIGH,USD
a43e0fe4-bcf5-4286-94e3-c6e974769b6f,12/16/2020 13:30:00,Retail Sales Control Group,HIGH,USD
001393b9-786e-49b0-aa3e-d9d42ef44103,12/16/2020 19:00:00,Fed Interest Rate Decision,HIGH,USD
bc9d8865-ac1c-4133-bbb3-ed9235374aaa,12/16/2020 19:00:00,Fed Monetary Policy Statement,HIGH,USD
95236d78-786d-4f22-8745-ed1e963f6ddb,12/16/2020 19:00:00,FOMC Economic Projections,HIGH,USD
ddc3ff10-8fcc-45b8-af22-8b76483d768d,12/16/2020 19:00:00,Interest Rate Projections - 1st year,HIGH,USD
b31e0389-4499-455e-8345-2fde735a19c0,12/16/2020 19:00:00,Interest Rate Projections - 2nd year,HIGH,USD
6e036086-4038-468b-a7f4-cbac5f547acc,12/16/2020 19:00:00,Interest Rate Projections - 3rd year,HIGH,USD
22717773-ca99-47ae-8bc9-0d1a86ade4dc,12/16/2020 19:00:00,Interest Rate Projections - Current,HIGH,USD
d36436e5-b115-4606-b1f3-6ef057e56c43,12/16/2020 19:00:00,Interest Rate Projections - Longer,HIGH,USD
3ec58721-f6f2-4a0e-8e95-66502088d953,12/16/2020 19:30:00,FOMC Press Conference,HIGH,USD
abc93fb5-9a56-4c37-9f7e-ee93e726d4ab,12/16/2020 21:45:00,Gross Domestic Product (QoQ),HIGH,NZD
7b742770-70f2-4363-9bbc-49b30167d22e,12/16/2020 21:45:00,Gross Domestic Product (YoY),HIGH,NZD
cdb3b36a-fa54-47ae-9408-df5190a60bd9,12/17/2020 00:30:00,Employment Change s.a.,HIGH,AUD
842f7968-ae15-4fec-8f7c-bbc528375fe6,12/17/2020 00:30:00,Unemployment Rate s.a.,HIGH,AUD
34b742a4-6f1d-4883-a2c8-664d9e1d6844,12/17/2020 08:30:00,SNB Interest Rate Decision,HIGH,CHF
f62ea830-fb4b-4f1a-b344-2bc464655506,12/17/2020 08:30:00,SNB Monetary Policy Assessment,HIGH,CHF
80147ab0-0254-41bc-9cf0-f8105322320f,12/17/2020 09:00:00,SNB Press Conference,HIGH,CHF
71c88099-d21d-4043-adf0-5efed0e0bb71,12/17/2020 12:00:00,BoE Asset Purchase Facility,HIGH,GBP
35697884-6813-41e4-b9e4-ce904a12e40d,12/17/2020 12:00:00,BoE Interest Rate Decision,HIGH,GBP
2c34ee97-c851-4e84-a277-f5dd9ae01bcf,12/17/2020 12:00:00,BoE Minutes,HIGH,GBP
4da639c7-c84a-4ce3-871c-96a566ff721e,12/17/2020 12:00:00,BoE MPC Vote Rate Cut,HIGH,GBP
74aa39df-6eda-419d-b28e-07ef1c6cfbb6,12/17/2020 12:00:00,BoE MPC Vote Rate Hike,HIGH,GBP
78620ccb-332e-4a2c-8a5c-8f640a00525f,12/17/2020 12:00:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
5f5d9578-b361-4613-9b00-a13a1a27226e,12/18/2020 03:00:00,BoJ Interest Rate Decision,HIGH,JPY
d623c8db-0d3a-4d44-987b-0037a2f45b13,12/18/2020 03:00:00,BoJ Monetary Policy Statement,HIGH,JPY
a32bdef3-37a4-4a35-8775-d6fe9631daa9,12/18/2020 06:00:00,BoJ Press Conference,HIGH,JPY
3da6226a-8792-43b3-a67f-69b5085e18a3,12/18/2020 13:30:00,Retail Sales (MoM),HIGH,CAD
18811123-7707-46fc-98ba-095d66287f9c,12/18/2020 21:30:00,Bank Stress Test Results,HIGH,USD
24407808-8312-440c-b211-48420a8bcb34,12/21/2020 17:00:00,UK Prime Minister Boris Johnson speech,HIGH,GBP
46f569a2-c93c-4349-9423-ba1d2882ba4a,12/22/2020 00:30:00,Retail Sales s.a. (MoM),HIGH,AUD
1d1e2376-a59a-4499-8384-611664bcd6f9,12/22/2020 07:00:00,Gross Domestic Product (QoQ),HIGH,GBP
c36693b0-c08f-4773-b9a2-0cbd3a8f680c,12/22/2020 13:30:00,Gross Domestic Product Annualized,HIGH,USD
b15270b2-8069-45c7-b92d-846b4e0a12f2,12/22/2020 23:50:00,BoJ Monetary Policy Meeting Minutes,HIGH,JPY
6828f181-fe95-4bc8-8001-495d0aaa4e70,12/23/2020 13:30:00,Durable Goods Orders,HIGH,USD
08f70c0e-2c55-4c02-8a89-fb7349ba4e26,12/23/2020 13:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
44cb2c0a-a3e1-4011-803a-774e48ce6222,12/24/2020 00:00:00,BoJ's Governor Kuroda speech,HIGH,JPY
fbb9ea54-cec7-4a15-a34a-624cc31a32c7,01/05/2021 15:00:00,ISM Manufacturing PMI,HIGH,USD
41288b41-734c-4e0d-9e18-f01750aff676,01/06/2021 13:15:00,ADP Employment Change,HIGH,USD
4740ef68-6e73-471a-9dfa-c58882a4fd09,01/06/2021 14:30:00,BoE's Governor Bailey speech,HIGH,GBP
d272c39c-16e2-4998-abdd-2e323cfbca97,01/06/2021 19:00:00,FOMC Minutes,HIGH,USD
01513ca4-f8b2-4eb0-9a6d-a3626da6a8a2,01/07/2021 00:30:00,Trade Balance (MoM),HIGH,AUD
3ec10355-0716-435a-a9f9-9b8979c0b7c3,01/07/2021 10:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
270badc1-5e77-4d59-bdee-3563e9ef731b,01/07/2021 10:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
f6d3426e-5e12-4b58-8bcc-2076a9806a6b,01/07/2021 10:00:00,Retail Sales (YoY),HIGH,EUR
40aac81b-2bda-44b5-90c4-6e6702f8d266,01/07/2021 15:00:00,ISM Services PMI,HIGH,USD
e657eb32-fd24-46d1-957d-20e913d163fe,01/08/2021 13:30:00,Net Change in Employment,HIGH,CAD
99cf33c5-c444-4b4b-a122-9cf44a704463,01/08/2021 13:30:00,Unemployment Rate,HIGH,CAD
18da530b-ead2-48e2-91b6-1c1c1a886a93,01/08/2021 13:30:00,Nonfarm Payrolls,HIGH,USD
fc002871-2f1d-40dd-9eb0-09df580a8fd2,01/11/2021 00:30:00,Retail Sales s.a. (MoM),HIGH,AUD
36e9b2b6-7fde-4d55-be72-8850dd155811,01/11/2021 14:40:00,ECB's President Lagarde speech,HIGH,EUR
baa91690-bdb1-4780-bf6d-437eedb8a971,01/11/2021 15:00:00,BoE's Governor Bailey speech,HIGH,GBP
abc31f00-0697-4733-8e88-d40251ebbc62,01/13/2021 09:00:00,ECB's President Lagarde speech,HIGH,EUR
7e550b56-cfbc-4f04-b616-33991c10e16f,01/13/2021 13:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
c0da0a1d-9999-4330-a593-d4ef49a6a348,01/13/2021 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
30f145f5-eaab-4a51-b430-714d43532d91,01/14/2021 17:30:00,Fed's Chair Powell speech,HIGH,USD
b7d3a2f5-6a08-4ade-a899-a8462e1159f0,01/15/2021 00:15:00,President Biden speech,HIGH,USD
092d4079-e8a9-453e-936e-569d7c2692cf,01/15/2021 13:30:00,Retail Sales (MoM),HIGH,USD
454d5fc7-d70b-4252-bafd-374b83a9c10b,01/15/2021 13:30:00,Retail Sales Control Group,HIGH,USD
d17f0608-cdfe-461c-a942-ca40d375e6dd,01/15/2021 15:00:00,Michigan Consumer Sentiment Index,HIGH,USD
027ee008-6a6c-4f2c-89b2-92d33f0071c1,01/19/2021 09:00:00,ECB Bank Lending Survey,HIGH,EUR
7e63163f-e57a-4f1e-b3bc-4a004933bbde,01/19/2021 15:00:00,Treasury Sec Yellen speech,HIGH,USD
a1fc8ceb-370b-46d6-875b-4f43cfd72719,01/20/2021 07:00:00,Consumer Price Index (YoY),HIGH,GBP
0e27aaeb-79a6-42c6-ae56-6f563cc99686,01/20/2021 13:30:00,BoC Consumer Price Index Core (YoY),HIGH,CAD
5a55dbae-cdf5-4240-908f-9ea05711cf93,01/20/2021 15:00:00,BoC Interest Rate Decision,HIGH,CAD
8bf109cd-78e2-4ba9-976c-fa576b148487,01/20/2021 15:00:00,BoC Monetary Policy Report,HIGH,CAD
3d2693c5-09ee-4208-9bb6-afa9119ad2a6,01/20/2021 15:00:00,BoC Monetary Policy Statement,HIGH,CAD
2a1c63d9-e21e-48f6-9f7e-318620217599,01/20/2021 16:15:00,BoC Press Conference,HIGH,CAD
93b4cb07-a90c-43b8-8877-fa0f2f2cc83c,01/20/2021 17:00:00,BoE's Governor Bailey speech,HIGH,GBP
8dca25f4-f36e-44d0-a1c1-f3c8405d8dc6,01/20/2021 17:00:00,Presidential Inauguration,HIGH,USD
2c8b41e3-9536-4b81-a4ed-1301acfe75ac,01/21/2021 00:30:00,Employment Change s.a.,HIGH,AUD
bcf04057-3bdf-44c9-aefc-8be92ecab642,01/21/2021 00:30:00,Unemployment Rate s.a.,HIGH,AUD
c2ae3c46-feb2-4f9f-840c-095735fe42ab,01/21/2021 03:00:00,BoJ Interest Rate Decision,HIGH,JPY
b8a5bd20-37ae-45e5-ad90-6817fc43986c,01/21/2021 03:00:00,BoJ Monetary Policy Statement,HIGH,JPY
c1f6ca8f-284b-4e60-a6ab-8a780b55224a,01/21/2021 06:00:00,BoJ Press Conference,HIGH,JPY
8fc1086f-14ea-4d6a-a8f1-937ee53ac8a1,01/21/2021 12:45:00,ECB Main Refinancing Operations Rate,HIGH,EUR
878c826d-52bd-4e09-822f-3c503c75c382,01/21/2021 12:45:00,ECB Rate On Deposit Facility,HIGH,EUR
eb77ffcc-a9f8-4ce9-99b2-78634caf9def,01/21/2021 13:30:00,ECB Press Conference,HIGH,EUR
2292fa1b-2725-4fb9-a9f6-14dc4b5c6f29,01/21/2021 21:45:00,Consumer Price Index (YoY),HIGH,NZD
f4f99156-774b-4988-8d53-9a6ef1573596,01/22/2021 00:30:00,Retail Sales s.a. (MoM),HIGH,AUD
937dec5a-3971-44bd-a85d-9f3d41e19321,01/22/2021 09:00:00,HCOB Composite PMI,HIGH,EUR
3f066de6-7e34-4953-99be-8505a7c6fc92,01/22/2021 09:30:00,S&P Global Services PMI,HIGH,GBP
52d8f9d3-ccce-4144-bea2-0a57c1d96770,01/22/2021 13:30:00,Retail Sales (MoM),HIGH,CAD
a6b45224-2ccb-4902-a5c9-428205b333b7,01/22/2021 19:45:00,President Biden speech,HIGH,USD
1fb388b2-2b44-4cef-b0d2-b0e949542872,01/25/2021 08:45:00,ECB's President Lagarde speech,HIGH,EUR
13de2ca9-31c4-4f7f-b2b4-2d6d5cfd0c3d,01/25/2021 16:15:00,ECB's President Lagarde speech,HIGH,EUR
f40d5ec1-31eb-4c04-bb7b-dbaa1402b919,01/25/2021 17:00:00,BoE's Governor Bailey speech,HIGH,GBP
814e0935-f648-4ae4-a08e-799849db6396,01/25/2021 20:45:00,President Biden speech,HIGH,USD
13dde2ec-7d3e-4cf1-8c57-97bf29d5dcf9,01/25/2021 23:50:00,BoJ Monetary Policy Meeting Minutes,HIGH,JPY
7851cbcb-b74b-4eec-8c8c-4d35b7e99c5e,01/26/2021 07:00:00,Claimant Count Change,HIGH,GBP
bd2f3675-733f-4c9f-b41f-5a59b0b20607,01/26/2021 07:00:00,Employment Change (3M),HIGH,GBP
3cae0b9e-19ab-44b9-89e1-eb625a86bd9a,01/26/2021 07:00:00,ILO Unemployment Rate (3M),HIGH,GBP
bc1fa385-1af0-4a55-af83-543c887a765a,01/26/2021 17:45:00,UK Prime Minister Boris Johnson speech,HIGH,GBP
8b20452d-5eca-4941-8b33-cdc8671a65ac,01/26/2021 21:45:00,President Biden speech,HIGH,USD
59b52b26-4fc5-4954-bc64-c3ed9e0bdc6b,01/27/2021 00:30:00,Consumer Price Index (QoQ),HIGH,AUD
d7aaa4ae-02c4-4381-bce4-10f73c4eeef9,01/27/2021 00:30:00,RBA Trimmed Mean CPI (QoQ),HIGH,AUD
923b778b-327f-4403-8f04-6c49a8cc6c13,01/27/2021 13:30:00,Durable Goods Orders,HIGH,USD
23ecda14-74cd-48db-824f-269515045476,01/27/2021 13:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
a2dcd67d-1086-4987-8e04-67837a160158,01/27/2021 19:00:00,Fed Interest Rate Decision,HIGH,USD
b2cd5b3c-98bf-45bd-90cf-18ebb31a823b,01/27/2021 19:00:00,Fed Monetary Policy Statement,HIGH,USD
9231f84b-43d4-429e-8d7d-85d57419d0e4,01/27/2021 19:30:00,FOMC Press Conference,HIGH,USD
8091db1b-8547-4325-a4e2-e53343427e73,01/28/2021 13:30:00,Gross Domestic Product Annualized,HIGH,USD
95b8a617-ccf4-4e16-86ba-c1a55bfde268,02/01/2021 15:00:00,ISM Manufacturing PMI,HIGH,USD
501842be-3cbe-4d75-82fb-f3421694b6a1,02/01/2021 22:00:00,President Biden speech,HIGH,USD
601f7d10-f35a-4316-aad4-66e104a48918,02/02/2021 03:30:00,RBA Interest Rate Decision,HIGH,AUD
476ab57d-288f-4f2f-900d-58c71ac0f8b8,02/02/2021 03:30:00,RBA Rate Statement,HIGH,AUD
dcbaddb9-24d1-4f7e-860c-8db942568d93,02/02/2021 10:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
9e018868-08e9-4b29-aa19-bdeda74da26a,02/02/2021 10:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
c0def1a1-1885-40ae-a644-ff8d4a1652dd,02/02/2021 21:45:00,Employment Change,HIGH,NZD
d1ba03ff-03a5-496e-91cf-b5ffa3ff42b8,02/02/2021 21:45:00,Unemployment Rate,HIGH,NZD
90b23ec7-09a7-44fc-8c61-3086fb6740e1,02/03/2021 01:30:00,RBA's Governor Lowe speech,HIGH,AUD
7e02994f-e9f6-4b63-8ceb-5fc7e1493626,02/03/2021 10:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
d597faac-108c-4ea7-89e8-1315022fcc03,02/03/2021 10:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
e1e6d32d-c6c0-4611-9a44-e20ab57a8718,02/03/2021 13:15:00,ADP Employment Change,HIGH,USD
11624e6f-cc12-4d39-bdaf-bbbb82cd994d,02/03/2021 15:00:00,ISM Services PMI,HIGH,USD
6b5efd0a-4a94-4474-a1ab-dfb8551addb9,02/04/2021 00:30:00,Trade Balance (MoM),HIGH,AUD
c667c77e-629d-434d-a5b5-6c9ae50fa53c,02/04/2021 10:00:00,Retail Sales (YoY),HIGH,EUR
90c27c61-1495-4369-bfd6-9ea9241b03ee,02/04/2021 12:00:00,BoE Asset Purchase Facility,HIGH,GBP
e702048b-2f28-4a49-8580-b59036cefd71,02/04/2021 12:00:00,BoE Interest Rate Decision,HIGH,GBP
223be0a6-ad0e-4126-9995-0df6c773e1f9,02/04/2021 12:00:00,BoE Minutes,HIGH,GBP
b773f5b4-fef3-40ab-af43-b7e8ae5044fd,02/04/2021 12:00:00,BoE Monetary Policy Report,HIGH,GBP
b76975bc-4200-4b0c-87bd-6a663ac310b3,02/04/2021 12:00:00,BoE Monetary Policy Summary,HIGH,GBP
b7c34c6f-6e7a-40df-8ee4-a80a3698d131,02/04/2021 12:00:00,BoE MPC Vote Rate Cut,HIGH,GBP
6479d63f-78c4-4aa8-b534-667bc2aed027,02/04/2021 12:00:00,BoE MPC Vote Rate Hike,HIGH,GBP
bafd696f-e41d-47e7-8648-f66448871e40,02/04/2021 12:00:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
eae972ac-152d-40cc-b45b-e13d878440aa,02/04/2021 13:00:00,BoE's Governor Bailey speech,HIGH,GBP
b20dcc65-e865-4410-b4a6-5b6a503bf3dd,02/04/2021 22:30:00,RBA's Governor Lowe speech,HIGH,AUD
cd8205e1-2a7d-421f-aadd-b15eb1b8a7dd,02/05/2021 00:30:00,RBA Monetary Policy Statement,HIGH,AUD
8366b0d3-b707-4c02-bea1-05fecc01e5b7,02/05/2021 00:30:00,Retail Sales s.a. (MoM),HIGH,AUD
6259ce3f-20a9-4fc7-9e50-76eef260bfcf,02/05/2021 13:30:00,Net Change in Employment,HIGH,CAD
efeed0f6-cfa9-4264-80bf-0105c9961fa2,02/05/2021 13:30:00,Unemployment Rate,HIGH,CAD
77da9853-78e6-461d-9d1d-32df7eb628f6,02/05/2021 13:30:00,BoE's Governor Bailey speech,HIGH,GBP
3502afc3-5d7d-4ee6-b8d0-4459ffd6fcc0,02/05/2021 13:30:00,Nonfarm Payrolls,HIGH,USD
7c36a242-cb20-461d-8dcf-87c8eed2becb,02/10/2021 13:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
386a9a3b-60bc-4a29-bed7-f0186fee9362,02/10/2021 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
bdfd3153-e631-42f6-9b82-a5ab22c7935a,02/10/2021 17:00:00,BoE's Governor Bailey speech,HIGH,GBP
419bf7af-9d3e-49bf-a7e6-34d22606b0d3,02/10/2021 19:00:00,Fed's Chair Powell speech,HIGH,USD
6def406b-1ebc-483e-accf-59e5451604d2,02/12/2021 00:00:00,G7 Meeting,HIGH,EUR
c45efc31-96e1-4c44-988b-8d6b2fb413a8,02/12/2021 07:00:00,Gross Domestic Product (QoQ),HIGH,GBP
184049e9-cb1a-42ba-9fcf-ff0902fbab21,02/12/2021 15:00:00,Michigan Consumer Sentiment Index,HIGH,USD
153feb84-2ab7-461e-8fca-78075d28442f,02/14/2021 23:50:00,Gross Domestic Product (QoQ),HIGH,JPY
ea19d7a5-5fcb-4979-9bd8-195ba7467da9,02/16/2021 00:30:00,RBA Meeting Minutes,HIGH,AUD
2e3e8ec3-e305-45f4-a6e8-403d707e81a6,02/16/2021 10:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
b9ad01a4-aa41-4e9a-a23e-9d8c0360e409,02/16/2021 10:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
0a5d6954-1fa9-4fd2-8f88-0266943f4706,02/17/2021 07:00:00,Consumer Price Index (YoY),HIGH,GBP
b3086b75-837b-43c3-bc62-33bae685573d,02/17/2021 13:30:00,BoC Consumer Price Index Core (YoY),HIGH,CAD
ef964461-793d-4785-9fef-63eacda83862,02/17/2021 13:30:00,Retail Sales (MoM),HIGH,USD
9410bdfb-3013-40e8-af77-dfaf4f8bf32a,02/17/2021 13:30:00,Retail Sales Control Group,HIGH,USD
27842666-8646-476a-8655-13e24fb5986b,02/17/2021 19:00:00,FOMC Minutes,HIGH,USD
945e65b1-9018-4818-bac7-1eef3502b5a9,02/18/2021 00:30:00,Employment Change s.a.,HIGH,AUD
9460005f-3874-4166-850c-7dbf463b0888,02/18/2021 00:30:00,Unemployment Rate s.a.,HIGH,AUD
09605a88-cc5b-425e-aec9-587b32e6a6a8,02/18/2021 12:30:00,ECB Monetary Policy Meeting Accounts,HIGH,EUR
8e7ce0da-1c2d-41cd-be22-a71023da77b2,02/19/2021 00:30:00,Retail Sales s.a. (MoM),HIGH,AUD
7aed608b-252a-410b-8c9e-6fbd973724c1,02/19/2021 09:00:00,HCOB Composite PMI,HIGH,EUR
fd6e9a50-7bbe-4380-9533-82e226742f42,02/19/2021 09:30:00,S&P Global Services PMI,HIGH,GBP
cea09a64-33c2-49db-9cf7-eb7c2cb29271,02/19/2021 13:30:00,Retail Sales (MoM),HIGH,CAD
701aa515-2668-48e9-ac30-c30a2d73d84b,02/22/2021 12:00:00,UK Prime Minister Boris Johnson speech,HIGH,GBP
0ec2ef09-3732-4b83-b73c-83028a1bacef,02/22/2021 14:30:00,ECB's President Lagarde speech,HIGH,EUR
af0d6290-61e7-4a67-b88a-b813e76bc625,02/22/2021 21:45:00,Retail Sales (QoQ),HIGH,NZD
6345f582-9157-48b4-95dc-c840ae629a57,02/23/2021 07:00:00,Claimant Count Change,HIGH,GBP
b29a242e-6939-48b7-8de3-5690b5db1cd7,02/23/2021 07:00:00,Employment Change (3M),HIGH,GBP
aad64838-23ee-4004-a408-f9f40cd6ca0d,02/23/2021 07:00:00,ILO Unemployment Rate (3M),HIGH,GBP
401fa42f-992c-4981-9a35-f6ab73720386,02/23/2021 15:00:00,Fed's Chair Powell testifies,HIGH,USD
d4bebaa2-9380-4ec3-8c75-15dfc78380f3,02/23/2021 17:30:00,BoC's Governor Macklem speech,HIGH,CAD
2a6c2cb4-e33e-45e5-b34b-43f444c4f048,02/24/2021 01:00:00,RBNZ Interest Rate Decision,HIGH,NZD
4f321cd7-3f81-4cfe-ac3f-5f881c9fa438,02/24/2021 01:00:00,RBNZ Monetary Policy Review,HIGH,NZD
44c5da1c-e481-4aa6-b780-65cbe6d0c2fb,02/24/2021 01:00:00,RBNZ Monetary Policy Statement,HIGH,NZD
ad0ce6b3-c2cb-4349-b1cc-030a7d99aa90,02/24/2021 02:00:00,RBNZ Press Conference,HIGH,NZD
e00589cd-9cee-48a4-a81c-9a892bdb16d6,02/24/2021 14:30:00,BoE Monetary Policy Report Hearings,HIGH,GBP
f2ecc970-338d-4bd3-a768-8f453260128c,02/24/2021 15:00:00,Fed's Chair Powell testifies,HIGH,USD
50223e2a-a56f-4a89-a0fa-32916ebd0cd4,02/25/2021 13:30:00,Durable Goods Orders,HIGH,USD
65775494-e435-4e7d-a440-f9479ae8c88a,02/25/2021 13:30:00,Gross Domestic Product Annualized,HIGH,USD
a98f0c13-c712-4ef9-bb98-fd9343fae065,02/25/2021 13:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
c58ce921-7837-41ec-b675-bce950c72e47,02/26/2021 08:00:00,Gross Domestic Product (QoQ),HIGH,CHF
1d79ec09-623c-4a84-9739-b6d54a9d7bde,03/01/2021 15:00:00,ISM Manufacturing PMI,HIGH,USD
a784e8fe-931e-4d74-afff-2de285d382ea,03/01/2021 16:10:00,ECB's President Lagarde speech,HIGH,EUR
197f1909-bd77-4899-8b99-e584bbc03577,03/02/2021 03:30:00,RBA Interest Rate Decision,HIGH,AUD
8dd1e0e3-31da-4cb6-937b-47abcb171dc8,03/02/2021 03:30:00,RBA Rate Statement,HIGH,AUD
